review,rating,date,sentiment,clean_review
Memudahkan dalam menabung dan bertransaksi.. seabank is the best.,5,2026-04-30 01:07:54,positif,mudah tabung transaksi seabank is the best
untuk seabank adain kartu fisiknya dong,5,2026-04-30 01:06:37,positif,seabank adain kartu fisik
Sangat Baik,5,2026-04-30 00:53:41,positif,
"costumer servis kaya ee, kembali lagi kembali, nunggu lama slow respon pula, padahal cuma minta ganti nomer/tutup rekening malah aplikasinya kembali lagu kembali cape tolong lah di benahi lagi aplikasi dan costumer servisnya",1,2026-04-30 00:35:33,negatif,costumer servis kaya ee nunggu slow respon ganti nomertutup rekening aplikasi lagu cape tolong benah aplikasi costumer servis
apk andalan👍,5,2026-04-30 00:14:16,positif,apk andal
mantap semoga kedepan nya lebih di tingkatkan lg masih ada kenda2 dikit kaya masih ada bug gt,5,2026-04-29 23:44:05,positif,mantap moga depan nya tingkat lg kenda dikit kaya bug gt
"bagi ku enak,,simpell,",5,2026-04-29 23:40:28,positif,ku enaksimpell
"pengalaman selama pake seabank. Alhamdulillah sampai saat ini aman dan tidak ada kendala. tapi jujur masih ragu untuk menyimpan sekala banyak... itinya buat uang kluar masuk sampe saat ini aman sih. tetap pertahanin / lebih ditingkatin keamanannya... Good for Seabank, hopefully it will be more successful and trustworthy.",5,2026-04-29 23:25:09,positif,alam pake seabank alhamdulillah aman kendala jujur ragu simpan sekala itinya uang kluar masuk sampe aman sih pertahanin ditingkatin aman good for seabank hopefully it will be more successful and trustworthy
Mantabs...dan sangat berguna sekali..godlucky..!!,5,2026-04-29 22:28:40,positif,mantabsdan guna sekaligodlucky
kasih pinjaman dong BPK/ibu..butuh buat pendidikan,5,2026-04-29 21:57:07,positif,kasih pinjam bpkibubutuh didik
Sangat mudah menggunakannya dan biaya transaksi serba murah,5,2026-04-29 21:13:33,positif,mudah guna biaya transaksi serba murah
",,,,👍👍👍",5,2026-04-29 19:24:50,positif,
bagus keren mantap lah Poko transaksi jdi lebih mudah,5,2026-04-29 19:22:52,positif,bagus keren mantap poko transaksi jdi mudah
"Udah buka rekening sejak 2022, tpi sampe 2026 msh blm dpt fitur seabank pinjam! Kecewa!",1,2026-04-29 18:42:52,negatif,udah buka rekening tpi sampe msh blm dpt fitur seabank pinjam kecewa
mudah Dan Cepat,5,2026-04-29 18:38:48,positif,mudah cepat
sangat cocok untuk nabung,5,2026-04-29 18:35:03,positif,cocok nabung
MAntap,4,2026-04-29 18:10:14,positif,mantap
terimakasih Bagus app,5,2026-04-29 18:06:50,positif,terimakasih bagus app
Temukan kemudahan dalam bertransaksi digital dengan seabank.,5,2026-04-29 17:46:52,positif,temu mudah transaksi digital seabank
aplikasi sampah,1,2026-04-29 17:09:10,negatif,aplikasi sampah
"suku bunga pinjaman 3 s/d 4%. bisa dikatakan rendah dibandingkan bank digital lainnya, tetapi...begitu diajukan malah ditolak.",1,2026-04-29 17:04:12,negatif,suku bunga pinjam sd rendah banding bank digital tetapibegitu aju tolak
aplikasi nya cepat banget aku sih rekomen,5,2026-04-29 16:30:56,positif,aplikasi nya cepat banget sih rekomen
saya senang sekali pakai sea bank,5,2026-04-29 16:08:52,positif,senang pakai sea bank
sangat buruk. pinjaman sudah selesai udah nunggu 4bln masih blm bisa mengajukan pinjaman. bilangnya masih ada tunggakan. buruk sangat buruk.,1,2026-04-29 16:04:52,negatif,buruk pinjam selesai udah nunggu bln blm aju pinjam bilang tunggak buruk buruk
sangat mudah bertransaksi,5,2026-04-29 15:40:56,positif,mudah transaksi
"memuatnya 1 menit kaka, sama seperti bintang yang kukasih",1,2026-04-29 15:29:27,negatif,muat menit kaka bintang kasih
sangat memudahkan pengguna,4,2026-04-29 15:16:49,positif,mudah guna
"mudah, dan tidak pernah ada kendala",5,2026-04-29 15:01:40,positif,mudah kendala
👍🙏🙏🙏,5,2026-04-29 14:46:47,positif,
"aplikasi mudah digunakan buat yg gaptek""... tapi ada beberapa kasus, termasuk saya yg akun seabanknya tiba"" dapet notif kalo 3 hari kemudianakun seabanknya mau di tutup permanen tanpa ada informasi di awal, tanpa penjelasan sebab akibat... jadi seabank lebih cocok untuk penggunaan pribadi dengan nominal perputaran kecil, TIDAK COCOK UNTUK BISNIS, padahal tiap hari sudah dimintain verif muka, ribet, tapi ttp saya apply tiap hari untuk memastikan itu di gunakan oleh saya sendiri...",2,2026-04-29 14:14:54,negatif,aplikasi mudah yg gaptek yg akun seabanknya dapet notif kalo kemudianakun seabanknya tutup permanen informasi jelas akibat seabank cocok guna pribadi nominal putar cocok bisnis dimintain verif muka ribet ttp apply
bagus tapi belum ada pinjaman uang,5,2026-04-29 13:21:21,positif,bagus pinjam uang
"uang saya hilang 1,6 juta",2,2026-04-29 13:03:14,negatif,uang hilang juta
semoga bisa ajukan seabank pinjam.. padahal sudah sering transalsi pakai seabank,5,2026-04-29 13:01:17,positif,moga aju seabank pinjam transalsi pakai seabank
terimakasih atas respon yang cepat dan baik,4,2026-04-29 12:42:19,positif,terimakasih respon cepat
dah lancar,5,2026-04-29 12:40:43,positif,dah lancar
mantap pakek aplikasi seabank,5,2026-04-29 12:36:52,positif,mantap pakek aplikasi seabank
aku saya tiba tiba di blokir semantara,1,2026-04-29 12:22:08,negatif,blokir semantara
belum ngerti baru coba,5,2026-04-29 12:01:53,positif,ngerti coba
"woooooy kenapa akun gw di blokir sementara, masalah nya, ada saldonya itu,",1,2026-04-29 11:58:55,negatif,woooooy akun gw blokir nya saldo
saya ga transaksi apa² tb² ke blokir gmn ini tanggung jawab uang saya diapk ini smuaaa,1,2026-04-29 11:53:43,negatif,ga transaksi apa tb blokir gmn tanggung uang diapk smuaaa
aplikasikan kacau gak bisa dibuka 🤦,1,2026-04-29 11:50:59,negatif,aplikasi kacau gak buka 
pake seabank nyaman banget,5,2026-04-29 11:50:35,positif,pake seabank nyaman banget
BAHAGIA,5,2026-04-29 11:45:26,positif,bahagia
ok min,5,2026-04-29 11:31:45,positif,ok min
kenapa eror saya gabisa login udh lapor cs ttp aja eror jaringan kapan normal lg,1,2026-04-29 11:29:03,negatif,eror gabisa login udh lapor cs ttp aja eror jaring normal lg
akun terblokir berkali kali buat laporan ke CS bertele tele lama bgt,1,2026-04-29 11:16:21,negatif,akun blokir kali kali lapor cs tele tele bgt
dari dulu pake seabank nyaman banget gak ada potongan juga,5,2026-04-29 11:16:04,positif,pake seabank nyaman banget gak potong
susah sekali mau tutup akun padahal tidak pernah digunakan,2,2026-04-29 10:35:22,negatif,susah tutup akun
Super Bagus,5,2026-04-29 10:29:37,positif,super bagus
"good job, lanjutkan.",5,2026-04-29 10:21:15,positif,good job lanjut
tiap login eror mulu apaan pake wifi pun ngaruh? padahal jaringan bagus buka apk yg lain,1,2026-04-29 09:50:17,negatif,login eror mulu pake wifi ngaruh jaring bagus buka apk yg
"apk lemottt, bayar va banyak muter gajelas pdhl jaringan lancar buat yg lain, akhirnya bbrp va kecancel krn lemot ni apk",1,2026-04-29 09:42:23,negatif,apk lemottt bayar va muter gajelas pdhl jaring lancar yg bbrp va kecancel krn lot ni apk
lagi ada perbaikan yah?,4,2026-04-29 09:37:28,positif,baik yah
Mayan lah,3,2026-04-29 09:35:44,netral,mayan
"Lambat banget, padahal koneksi saya lancar. Bisa buka YouTube lancar.",3,2026-04-29 09:31:44,netral,lambat banget koneksi lancar buka youtube lancar
"koneksi internet gua lancar, tapi waktu buka seabank kenapa ga bisa internet eror. tolong sesegranya di perbaiki biar bisa di gunakan.",5,2026-04-29 09:30:54,positif,koneksi internet gua lancar buka seabank ga internet eror tolong sesegranya baik biar
bagus dan terpercaya semoga membantu segala kebutuhan masyarakat.. amin,5,2026-04-29 09:23:18,positif,bagus percaya moga bantu butuh masyarakat amin
saya sudah download tapi tidak ada masuk saldo 200.000,2,2026-04-29 09:22:03,negatif,download masuk saldo
sering internet trouble padahal buat internetan yang lain lancar,4,2026-04-29 09:19:42,positif,internet trouble internetan lancar
nih gmna seabank ga bisa di buka eror terus gangguan kah,5,2026-04-29 09:19:24,positif,nih gmna seabank ga buka eror ganggu kah
kenapa sering eror padahal mau bayar hutang nahh tolong diperbaiki lagi,4,2026-04-29 09:16:06,positif,eror bayar hutang nahh tolong baik
ngapa sih mau login sama TF leg banget adeh,1,2026-04-29 09:13:28,negatif,ngapa sih login tf leg banget adeh
kenapa tidak bisa dibukak ya ?,1,2026-04-29 09:13:28,negatif,dibukak ya
ga jelas suka eror gak bisa masuk,5,2026-04-29 09:12:22,positif,ga suka eror gak masuk
knpa seabank sy ga bisa di buka,1,2026-04-29 09:11:55,negatif,knpa seabank sy ga buka
PINDAH AJA GAYS RIBET APK NYA KALAU URGENT SUSAH LOGIN !! KOCAK SIH WIFI GA BISA MASA IYA GANTI KARTU PROVIDER BUAT NGAMBIL DUID DOANG !!,1,2026-04-29 09:11:28,negatif,pindah aja gays ribet apk nya urgent susah login kocak sih wifi ga iya ganti kartu provider ngambil duid doang
Kok nggak bisa masuk sih?,1,2026-04-29 09:11:21,negatif,nggak masuk sih
"minn, ini kenapaa kok sea bank hari ini ga bisa di bukaa?",5,2026-04-29 09:10:59,positif,minn kenapaa sea bank ga bukaa
ANEH AJA SIH.. AKU BACA KOMEN2 NYA KE BAWAH KOK PADA KALIMAT2 NYA ... JGN2 YG KOMEN ROBOT SEMUA YG PURA2 BAGUS2 IN APLIKASI DOANG TP NYATANYA AMBURADUL.... JADI RAGU,1,2026-04-29 09:10:35,negatif,aneh aja sih baca komen nya kalimat nya jgn yg komen robot yg pura bagus in aplikasi doang tp amburadul ragu
dikit dikit gangguan jelek bener si,1,2026-04-29 09:10:04,negatif,dikit dikit ganggu jelek bener si
"kenapa tiap mau buka selalu loading lama muter"" padahal jaringan aman ini ngebug atau gimana tolong lah diperbaiki menganggu banget kalo pas dipake transaksi",3,2026-04-29 09:09:41,netral,buka loading muter jaring aman ngebug gimana tolong baik menganggu banget kalo pas dipake transaksi
tdk bisa login pdhl sedang urgent. alasannya koneksi buruk padahal buat buka aplikasi lain lancar,1,2026-04-29 09:08:54,negatif,tdk login pdhl urgent alas koneksi buruk buka aplikasi lancar
tolong seabank perhari ini tidak bisa di buka kenapa ya,5,2026-04-29 09:08:25,positif,tolong seabank hari buka ya
tolong buka akun sayang yang terblokir sementara tiba',4,2026-04-29 09:07:36,positif,tolong buka akun sayang blokir
ada masalah kah seabank detik ini?,3,2026-04-29 09:07:29,netral,kah seabank detik
"tidak bisa masuk aplikasi, jaringan normal parahhh nih seabankk",1,2026-04-29 09:05:26,negatif,masuk aplikasi jaring normal parahhh nih seabankk
ini kenapa APLIKASI SEABANK ?....KENAPA Saya tidak bisa membuka nya ?...padahal pasword saya sudah benar...ini kenapa seabank nya ?,2,2026-04-29 09:04:49,negatif,aplikasi seabank buka nya pasword benarini seabank nya
"sistemnya selalu bermasalah, untuk menggunakan aplikasinya selalu terkendala",2,2026-04-29 09:04:32,negatif,sistem masalah aplikasi kendala
Kalo Lagi Maintenance itu bilang jangan loading teruss beg,5,2026-04-29 09:04:08,positif,kalo maintenance bilang loading teruss beg
Perbaiki sistem mu we bank gede loh ini,1,2026-04-29 09:02:58,negatif,baik sistem mu we bank gede loh
kenapa aplikasi seabank lemot banget. tolong dong kasih kejelasan nya min. dari kemarin didaerah kecamatan Natar Lampung Selatan Lampung,4,2026-04-29 09:00:09,positif,aplikasi seabank lot banget tolong kasih jelas nya min kemarin daerah camat natar lampung selatan lampung
sudah beberapa hari ini leleett banget mau buka susah mau transaksi gangguan terus padahal sinyal bagus,3,2026-04-29 08:59:54,netral,leleett banget buka susah transaksi ganggu sinyal bagus
"tolong seabank ini kenapa saya ngga bisa masuk ke akun , bikin transaksi jadi terhambat tolong dong saya mau bayar ke orang jadi dikejar2",1,2026-04-29 08:58:32,negatif,tolong seabank ngga masuk akun bikin transaksi hambat tolong bayar orang kejar
"lalod mulu, padahal sebelumnya bagus2 aja.. ini mau tf ke BRi aja susahnya mnta ampun. bayar via qris juga lemod banget. mau beli aja nggak jadi",1,2026-04-29 08:58:27,negatif,lalod mulu bagus aja tf bri aja susah mnta ampun bayar via qris lemod banget beli aja nggak
nice jangan sering lelet,5,2026-04-29 08:57:13,positif,nice lelet
"Sulit login, jaringan aman tapi keterangannya kendala jaringan. Kode : AE - 1001",1,2026-04-29 08:55:38,negatif,sulit login jaring aman terang kendala jaring kode ae
apasii tolol lagi buru buru pengen TF malah jaringan anda belum stabil padahal bagus terus jadi banyak ngelagnya,1,2026-04-29 08:55:02,negatif,apasii tolol buru buru ken tf jaring stabil bagus ngelagnya
taiii mempersulit,1,2026-04-29 08:52:52,negatif,taiii sulit
mohon di perbaiki akhir akhir ini suka delay,5,2026-04-29 08:52:51,positif,mohon baik suka delay
"ni apk bobrok, setiap login gak bisa ( mohon periksa jaringan anda) sialan kuota baru beli gak bisa, pake wifi juga gak bisa, mau pakai apalagi??? itu uang yg di dalam seabank lagi butuuhh DARURAT!!!!",1,2026-04-29 08:52:41,negatif,ni apk bobrok login gak mohon periksa jaring sial kuota beli gak pake wifi gak pakai uang yg seabank butuuhh darurat
setelah konfirmasi email qo jadi lemot,3,2026-04-29 08:52:37,netral,konfirmasi email qo lot
males banyak gangguan nya,1,2026-04-29 08:51:37,negatif,males ganggu nya
saya kasih bintang 3 dulu karena setelah saya update malah nggak bisa dibuka padahal mau transfer tapi malah nggak bisa,3,2026-04-29 08:51:27,netral,kasih bintang update nggak buka transfer nggak
ini kenapa bug nya sering banget bikin ga nyaman,5,2026-04-29 08:50:56,positif,bug nya banget bikin ga nyaman
"seabank kok sekarang login gak bisa yaa kesalahan jaringan terusss lagi gangguan kah, sanggat menghambat transaksi saya",1,2026-04-29 08:49:49,negatif,seabank login gak yaa salah jaring terusss ganggu kah sanggat hambat transaksi
app tolol lemot,1,2026-04-29 08:49:29,negatif,app tolol lot
lah knapa seabank lagi gangguan gabisa login,4,2026-04-29 08:49:23,positif,knapa seabank ganggu gabisa login
apk busuk mau di pake ganguan j,1,2026-04-29 08:48:46,negatif,apk busuk pake ganguan j
"aplikasi lawak,, kebanyakan maintenance",5,2026-04-29 08:48:43,positif,aplikasi lawak banyak maintenance
tolong dong jaringan benerin. jangankan mau transfer .mau login aja susah msalah jaringan trus. pdahal buka apk lain lancar aja normal,2,2026-04-29 08:47:48,negatif,tolong jaring benerin transfer login aja susah msalah jaring trus pdahal buka apk lancar aja normal
"apk sudah bagus tpi terkadang sinyal bagus ,kouta banyak, tetep agak lag tolong di perbaiki min",4,2026-04-29 08:44:58,positif,apk bagus tpi terkadang sinyal bagus kouta tetep lag tolong baik min
tidak bisa login. padahal sinyal dan jaringan bagus. tolong dj perbaiki. karna menyulitkan untuk bertransaksi,1,2026-04-29 08:43:55,negatif,login sinyal jaring bagus tolong dj baik karna sulit transaksi
aplikasi aneh padahal sinyal bagus tapi mau login ke akun nya malah tulisan eror [ sinyal jelek ],3,2026-04-29 08:42:52,netral,aplikasi aneh sinyal bagus login akun nya tulis eror sinyal jelek
eror mulu,1,2026-04-29 08:40:16,negatif,eror mulu
maaf turun ke bintang 2. seabank gbisa sibuka. disuruh cek jaringan. lah jaringan lancar aja tuh. duit gue di situ buat bayar jurnal. ini gbisa dibuka daritadi.,2,2026-04-29 08:39:41,negatif,maaf turun bintang seabank gbisa sibuka suruh cek jaring jaring lancar aja tuh duit gue situ bayar jurnal gbisa buka daritadi
kereeen,5,2026-04-29 08:38:33,positif,kereeen
Ada apa dengn sea bank kok mutar mutar kayak gasing lamanya masuk ke akun saya ada apa,5,2026-04-29 08:38:30,positif,dengn sea bank mutar mutar kayak gasing masuk akun
kok jadi lemot ya,3,2026-04-29 08:37:06,netral,lot ya
jelek login gabisa bisa,1,2026-04-29 08:36:35,negatif,jelek login gabisa
"aplikasi nya entah kenapa susah banget untuk buka qris, bahkan tampilan awal saja loading nya lama sekali bahkan error padahal jaringan internet lancar",2,2026-04-29 08:35:48,negatif,aplikasi nya susah banget buka qris tampil loading nya error jaring internet lancar
lgi eror ga bisa di gunakan udah sehari,5,2026-04-29 08:33:45,positif,lgi eror ga udah hari
"jaringan data pribadi masih full sinyak, paket data masih ada. loginnya susah suruh periksa jaringan terus. alhasil mau transfer ga bisa ini",1,2026-04-29 08:32:28,negatif,jaring data pribadi full sinyak paket data loginnya susah suruh periksa jaring alhasil transfer ga
"ada apa ini seabank, koq tiba-tiba eror tak bisa transaksi. tak kira paket data ku yang eror. sudah pakai jaringan terbaik tetap saja. halooo... gimana ini seabank?",1,2026-04-29 08:31:13,negatif,seabank koq tibatiba eror transaksi paket data ku eror pakai jaring baik halooo gimana seabank
benerin woy apk nya muter trs ga bisa d buka,5,2026-04-29 08:27:39,positif,benerin woy apk nya muter trs ga d buka
gak bisa login padahal sinyal nya bagus,2,2026-04-29 08:27:19,negatif,gak login sinyal nya bagus
lemot sinyal bagus tapi buffering lama,1,2026-04-29 08:25:29,negatif,lot sinyal bagus buffering
"aplikasi sering error ""periksa jaringan"" , ""maintanance"" , ""ba bisa barcode Qris"" dll ketika dibuka, apalagi klo lg urgent susah dibuka. tolong perbaiki",3,2026-04-29 08:17:01,netral,aplikasi error periksa jaring maintanance ba barcode qris dll buka klo lg urgent susah buka tolong baik
"mau login aja susah bgt asu, gua mau bayar kopi jadi susah!",1,2026-04-29 08:15:40,negatif,login aja susah bgt asu gua bayar kopi susah
bintang 3 ya min..soalnya sekarang kenapa sering susah masuk nya lemot bangettt bingung gak kaya biasanya min..cepet ...duhh perbaiki min. aku snagat suka sama seabank asli deh,3,2026-04-29 08:15:37,netral,bintang ya minsoalnya susah masuk nya lot bangettt bingung gak kaya mincepet duhh baik min snagat suka seabank asli deh
ini kenapa yah seabank susah dibuka masalah jaringan terus padahal jaringan aman bagus,3,2026-04-29 08:15:33,netral,yah seabank susah buka jaring jaring aman bagus
muncul kode AE-1001 g bisa buka padahal internet bagus,1,2026-04-29 08:11:37,negatif,muncul kode ae g buka internet bagus
"kenapa susah banget si sekarang mau masuk aja ribet banget , pdahal paket dataku masih banyak sinyal jg 5G ,kk ada tulisan priksa koneksi anda ,HEM CAPEKKKK",1,2026-04-29 08:11:37,negatif,susah banget si masuk aja ribet banget pdahal paket data sinyal jg g kk tulis priksa koneksi hem capekkkk
seabank sedang ganguan kah,5,2026-04-29 08:11:31,positif,seabank ganguan kah
aneh sering lag aplikasi nya padahal jaringan lancar,1,2026-04-29 08:11:10,negatif,aneh lag aplikasi nya jaring lancar
Gajelas sinyal bagus buka aplikasi lain juga bagus. buka seabank gabisa error terus katanya sinyal tidak ada,1,2026-04-29 08:09:34,negatif,gajelas sinyal bagus buka aplikasi bagus buka seabank gabisa error sinyal
Kendala jaringan sistem ga bisa masuk dan tidak ada pemberitahuan dari aplikasi kalau maintenance,3,2026-04-29 08:09:18,netral,kendala jaring sistem ga masuk pemberitahuan aplikasi maintenance
hari ini ga bisa login kenapa ya,3,2026-04-29 08:08:53,netral,ga login ya
ini knapa ya tiba tiba loading gak bisa di buka padahal mau ambil uang 😭😭,3,2026-04-29 08:07:28,netral,knapa ya loading gak buka ambil uang 
Jaringan Data/WiFi Aman lancar jaya begitu login masuk Periksa jaringan anda (error) tolong perbaiki sistem login sering error,4,2026-04-29 08:06:38,positif,jaring datawifi aman lancar jaya login masuk periksa jaring error tolong baik sistem login error
"seabank makin kesini makin lemot stiap mau login, kaya masuk brankas 5M aja. tolong perbaiki jgn bikin kecewa!",1,2026-04-29 08:06:33,negatif,seabank kesini lot stiap login kaya masuk brankas m aja tolong baik jgn bikin kecewa
banyak banget kendala nih seabank,1,2026-04-29 08:05:48,negatif,banget kendala nih seabank
"eror mulu,payah banget",3,2026-04-29 08:05:20,netral,eror mulupayah banget
gangguan jangan posisi jam kerja woy,1,2026-04-29 08:04:36,negatif,ganggu posisi jam kerja woy
apknya lalott bangett mohon di benahi jadi lama transaksinya,1,2026-04-29 08:03:13,negatif,apknya lalott bangett mohon benah transaksi
lemot aplikasinya buat pembayaran shopee sekarang susah banget,1,2026-04-29 08:01:42,negatif,lot aplikasi bayar shopee susah banget
parah banget kok susah login,1,2026-04-29 08:01:34,negatif,parah banget susah login
apk loading terus gabisa dibuka uang saya nyangkut,1,2026-04-29 08:01:16,negatif,apk loading gabisa buka uang nyangkut
"sering gangguan servernya, jaringan stabil padahal tapi pas masuk ke sea loading mulu",1,2026-04-29 08:01:02,negatif,ganggu servernya jaring stabil pas masuk sea loading mulu
"sering ngeleg padahal pake bank lain gk ngeleg, paketan baru aja di isi buat tiktok an bisa buat buka seabank gak bisa",3,2026-04-29 08:00:53,netral,ngeleg pake bank gk ngeleg paket aja isi tiktok an buka seabank gak
ini gimna sih sinyal bagus mau login sulit tolol.banget,2,2026-04-29 08:00:35,negatif,gimna sih sinyal bagus login sulit tololbanget
"kebanyakan erornya ,gangguan mendadak cih",3,2026-04-29 08:00:26,netral,banyak eror ganggu dadak cih
aplikasi buruk masa jaringan bagus pake wifi mau transaksi sinyal tidak connect anehh,1,2026-04-29 07:59:11,negatif,aplikasi buruk jaring bagus pake wifi transaksi sinyal connect anehh
"jaringan sistem error trus masalah jaringan, padahal jaringan kenceng lancar",2,2026-04-29 07:57:35,negatif,jaring sistem error trus jaring jaring kenceng lancar
bank sering ga bisa di gunain sering trobel ga jelas,1,2026-04-29 07:55:21,negatif,bank ga gunain trobel ga
"aneh banget pemakaian udah lama tiba"" kayak nggak bisa ke buka padahal sinyak wifi bagus + pakek data juga nggak bisa tolong di perbaiki asli kecawa",1,2026-04-29 07:55:18,negatif,aneh banget pakai udah kayak nggak buka sinyak wifi bagus pakek data nggak tolong baik asli kecawa
min ini apk kenapa sih muter terus g bsa d buka lagi,1,2026-04-29 07:54:29,negatif,min apk sih muter g bsa d buka
kena setiap saya mau masuk ke aplikasi ya lelet terus padahal paket saya masih banyak,4,2026-04-29 07:52:41,positif,kena masuk aplikasi ya lelet paket
sea bank lagi eror mohon di percepat,5,2026-04-29 07:52:14,positif,sea bank eror mohon cepat
"APK GJLS, MASA TIBA TIBA AKUN GUA DI BLOKIR TANPA ALASAN YG JELAS!!! padahal gua download resmi lewat PlayStore.. yg awalnya apk ini mulai lemot, waktu saya mau login malah di blokir sementara. maksudnya gmn coba??.. orang mau bayar jadi gabisa bayar gagara ini apk, kapok saya pake aplikasi ini lagi",1,2026-04-29 07:51:47,negatif,apk gjls akun gua blokir alas yg gua download resmi playstore yg apk lot login blokir maksud gmn coba orang bayar gabisa bayar gagara apk kapok pake aplikasi
loginnya skrg suka erorr kka,5,2026-04-29 07:47:24,positif,loginnya skrg suka erorr kka
ini kenapa ga bisa di gunakan woy aplikasi nyaa,1,2026-04-29 07:44:24,negatif,ga woy aplikasi nyaa
gangguan mulu,1,2026-04-29 07:43:31,negatif,ganggu mulu
aplikasi banyak perbaikan aneh gak kaya yang lain,2,2026-04-29 07:42:19,negatif,aplikasi baik aneh gak kaya
seabank kacaaauuu jaringan internet stabil tapi susah log in,1,2026-04-29 07:41:39,negatif,seabank kacaaauuu jaring internet stabil susah log in
Terlalu sering maintenance... Padahal uang ada disitu. menyusahkan,1,2026-04-29 07:41:02,negatif,maintenance uang situ susah
gangguan,1,2026-04-29 07:38:47,negatif,ganggu
g bisa di buka aneh ini seabank,1,2026-04-29 07:38:11,negatif,g buka aneh seabank
"ini lagi lag lagi??, sumpah ya udah berapa kali bug bug kaya gini astagaaa",3,2026-04-29 07:37:37,netral,lag sumpah ya udah kali bug bug kaya gin astagaaa
"aplikasi aneh gabisa masuk lelet, bnyak bnget bug,bilang ga lelet uang ga aman 100% taii",1,2026-04-29 07:36:57,negatif,aplikasi aneh gabisa masuk lelet bnyak bnget bugbilang ga lelet uang ga aman taii
ganguan Mulu woi,1,2026-04-29 07:35:41,negatif,ganguan mulu woi
"Lemot parah, pas dibuka aplikasinya muncul tulisan ""mohon periksa koneksi internet anda"" padahal pake wifi lancar buat apk lain. Seabank aja yg bug",1,2026-04-29 07:35:29,negatif,lot parah pas buka aplikasi muncul tulis mohon periksa koneksi internet pake wifi lancar apk seabank aja yg bug
apk jlk,1,2026-04-29 07:34:48,negatif,apk jlk
"kenapa eror terus ya ,gak bisa loging",3,2026-04-29 07:33:36,netral,eror ya gak loging
"sinyal aman, data aman, payment sm login aplikasi muter terus alesannya jaringan pdhl smuanya aman, cpt tindak lanjuti ga smua org punya waktu lebih buat ngurus ginian doang!!",1,2026-04-29 07:32:54,negatif,sinyal aman data aman payment sm login aplikasi muter alesannya jaring pdhl smuanya aman cpt tindak lanjut ga smua org ngurus ginian doang
"ok,bagus banget",5,2026-04-29 07:30:56,positif,okbagus banget
ini knpa. ya kok saya buka seaBank maslah jaringan trus gk bisa kebuka ada apa ya padahal buka yg lain aman2 aja,5,2026-04-29 07:30:48,positif,knpa ya buka seabank mas jaring trus gk buka ya buka yg aman aja
BURIK BANGET,1,2026-04-29 07:30:02,negatif,burik banget
menurut saya gk enak make apk ini sering terjadi eror gagal.login alasan jaringan la apalah padalan jaringan bagus bnyak eror ny... gk.mikirin perasaan orng mana ada isi sesuka hati aja eror sister ae ae lah apa.lah mhon input la,1,2026-04-29 07:29:11,negatif,gk enak make apk eror gagallogin alas jaring la apa padalan jaring bagus bnyak eror ny gkmikirin asa orng isi suka hati aja eror sister ae ae apa mhon input la
kebanyakan ngelag haduu,1,2026-04-29 07:29:04,negatif,banyak ngelag haduu
kok ga bisa2 dibuka? loading lama bgt. itu yg ngasih bintang 5 ratingnya kata2nya mirip2. AI kah?,2,2026-04-29 07:25:25,negatif,ga buka loading bgt yg ngasih bintang ratingnya ai kah
eror gbs login,2,2026-04-29 07:24:03,negatif,eror gbs login
ga bisa login oy parahhhh,1,2026-04-29 07:22:03,negatif,ga login oy parahhhh
"mohon maaf mau nanya pas saya sedang daftarkan nomor darurat kenapa gabisa terus ,padahal identitas seperti data diri udh berhasil saya kasih bintang 1 dlu",1,2026-04-29 07:20:55,negatif,mohon maaf nanya pas daftar nomor darurat gabisa identitas data udh hasil kasih bintang dlu
sering eror susah masuk.,1,2026-04-29 07:19:55,negatif,eror susah masuk
"Seabank bulan ini sering eror terus tulisan ga ada sinyal, bulak balik eror padahal udah ganti ke wifi & data, lagi urgent mau transfer malah eror, udah di coba berkali-kali berakhir kena blokir akun seabank saya!!! pelayanan buruk!",1,2026-04-29 07:13:06,negatif,seabank eror tulis ga sinyal bulak eror udah ganti wifi data urgent transfer eror udah coba berkalikali kena blokir akun seabank layan buruk
suka tiba' error najis bgt,1,2026-04-29 07:09:38,negatif,suka error najis bgt
memuat terus pdhl sudah pke wifi dan data,2,2026-04-29 07:08:43,negatif,muat pdhl pke wifi data
ini kenapa seabank kok susah masuk kendala jaringan tidak tersedia ?,5,2026-04-29 07:06:51,positif,seabank susah masuk kendala jaring sedia
setelah di update aplikasi ny lemot tidak merespon tolong perbaiki,3,2026-04-29 07:05:22,netral,update aplikasi ny lot merespon tolong baik
"gimana ini gabisa login,mana uang disitu semua,ada kebutuhan banget inii",2,2026-04-29 07:04:27,negatif,gimana gabisa loginmana uang situ semuaada butuh banget ini
ini kenapa dah apk kok jaringan saya bermasalah padahal lancar aj dan fiut bantuan aj ga bermasalah,1,2026-04-29 07:04:07,negatif,dah apk jaring masalah lancar aj fiut bantu aj ga masalah
woy seabank ada gangguan apa ni lola mulu,1,2026-04-29 07:02:58,negatif,woy seabank ganggu ni lola mulu
terimakasih kami sangat nyaman,4,2026-04-29 07:02:36,positif,terimakasih nyaman
aplikasi payah susah banget loginnya. pas masukin password selalu ga bisa login dg alasan internet error,1,2026-04-29 07:01:47,negatif,aplikasi payah susah banget loginnya pas masukin password ga login dg alas internet error
gagal log In terus padahal signal bagus,1,2026-04-29 06:58:57,negatif,gagal log in signal bagus
